time,counts,events
1699056372.7191412,730634,branches
1699056372.7191412,5495884,instructions
1699056372.7191412,33410,branch-misses
1699056372.8199341,732519,branches
1699056372.8199341,5515427,instructions
1699056372.8199341,30563,branch-misses
1699056372.9204836,729802,branches
1699056372.9204836,5495868,instructions
1699056372.9204836,32137,branch-misses
1699056373.0210092,727264,branches
1699056373.0210092,5475283,instructions
1699056373.0210092,30955,branch-misses
1699056373.1215594,722471,branches
1699056373.1215594,5437571,instructions
1699056373.1215594,30680,branch-misses
1699056373.2221136,724578,branches
1699056373.2221136,5453566,instructions
1699056373.2221136,30701,branch-misses
1699056373.3227894,725087,branches
1699056373.3227894,5456930,instructions
1699056373.3227894,29863,branch-misses
1699056373.4233267,720884,branches
1699056373.4233267,5425437,instructions
1699056373.4233267,30225,branch-misses
1699056373.5238516,724307,branches
1699056373.5238516,5452144,instructions
1699056373.5238516,29942,branch-misses
1699056373.6243637,724106,branches
1699056373.6243637,5450402,instructions
1699056373.6243637,30671,branch-misses
1699056373.7248816,725092,branches
1699056373.7248816,5459908,instructions
1699056373.7248816,30086,branch-misses
1699056373.8254461,721573,branches
1699056373.8254461,5429146,instructions
1699056373.8254461,30664,branch-misses
1699056373.925987,722396,branches
1699056373.925987,5438220,instructions
1699056373.925987,30181,branch-misses
1699056374.026622,729927,branches
1699056374.026622,5493901,instructions
1699056374.026622,30593,branch-misses
1699056374.1272042,721574,branches
1699056374.1272042,5431270,instructions
1699056374.1272042,30707,branch-misses
1699056374.2277238,725426,branches
1699056374.2277238,5459723,instructions
1699056374.2277238,30080,branch-misses
1699056374.328252,721368,branches
1699056374.328252,5429602,instructions
1699056374.328252,29752,branch-misses
1699056374.4287896,724286,branches
1699056374.4287896,5452857,instructions
1699056374.4287896,30463,branch-misses
1699056374.5293076,727582,branches
1699056374.5293076,5476657,instructions
1699056374.5293076,31274,branch-misses
1699056374.6298451,734353,branches
1699056374.6298451,5529419,instructions
1699056374.6298451,30491,branch-misses
1699056374.7304027,759279,branches
1699056374.7304027,5712639,instructions
1699056374.7304027,33722,branch-misses
1699056374.8317633,835431,branches
1699056374.8317633,6252003,instructions
1699056374.8317633,42124,branch-misses
1699056374.9324996,727496,branches
1699056374.9324996,5477124,instructions
1699056374.9324996,30549,branch-misses
1699056375.033056,724142,branches
1699056375.033056,5449698,instructions
1699056375.033056,31100,branch-misses
1699056375.1336894,725291,branches
1699056375.1336894,5460079,instructions
1699056375.1336894,29838,branch-misses
1699056375.2344046,729038,branches
1699056375.2344046,5488828,instructions
1699056375.2344046,30487,branch-misses
1699056375.3353038,723095,branches
1699056375.3353038,5442514,instructions
1699056375.3353038,29263,branch-misses
1699056375.4362855,728461,branches
1699056375.4362855,5482989,instructions
1699056375.4362855,29973,branch-misses
1699056375.5372791,724897,branches
1699056375.5372791,5455301,instructions
1699056375.5372791,29972,branch-misses
1699056375.6383717,729474,branches
1699056375.6383717,5491531,instructions
1699056375.6383717,30287,branch-misses
1699056375.7393453,727731,branches
1699056375.7393453,5476971,instructions
1699056375.7393453,29931,branch-misses
1699056375.840342,720616,branches
1699056375.840342,5423823,instructions
1699056375.840342,29275,branch-misses
1699056375.9413502,731886,branches
1699056375.9413502,5510939,instructions
1699056375.9413502,30027,branch-misses
1699056376.0485623,893314,branches
1699056376.0485623,6740671,instructions
1699056376.0485623,42812,branch-misses
1699056376.1501603,1070536,branches
1699056376.1501603,8107914,instructions
1699056376.1501603,56118,branch-misses
1699056376.2512188,1025753,branches
1699056376.2512188,7760044,instructions
1699056376.2512188,53160,branch-misses
1699056376.352339,740830,branches
1699056376.352339,5578953,instructions
1699056376.352339,31825,branch-misses
1699056376.4532814,732531,branches
1699056376.4532814,5515383,instructions
1699056376.4532814,30847,branch-misses
1699056376.5543818,747521,branches
1699056376.5543818,5631058,instructions
1699056376.5543818,33022,branch-misses
1699056376.6554008,734473,branches
1699056376.6554008,5530449,instructions
1699056376.6554008,31912,branch-misses
1699056376.7564054,734318,branches
1699056376.7564054,5529359,instructions
1699056376.7564054,30638,branch-misses
1699056376.857458,748206,branches
1699056376.857458,5643216,instructions
1699056376.857458,34315,branch-misses
1699056376.9585428,732595,branches
1699056376.9585428,5512508,instructions
1699056376.9585428,31113,branch-misses
1699056377.059561,734027,branches
1699056377.059561,5526341,instructions
1699056377.059561,30857,branch-misses
1699056377.1605558,727720,branches
1699056377.1605558,5483372,instructions
1699056377.1605558,30725,branch-misses
1699056377.2615235,731142,branches
1699056377.2615235,5508724,instructions
1699056377.2615235,30694,branch-misses
1699056377.36255,739205,branches
1699056377.36255,5571749,instructions
1699056377.36255,31735,branch-misses
1699056377.4635553,727322,branches
1699056377.4635553,5477752,instructions
1699056377.4635553,30471,branch-misses
1699056377.5645208,734907,branches
1699056377.5645208,5536422,instructions
1699056377.5645208,31557,branch-misses
1699056377.665515,728012,branches
1699056377.665515,5500272,instructions
1699056377.665515,30778,branch-misses
1699056377.7666848,732123,branches
1699056377.7666848,5502053,instructions
1699056377.7666848,30772,branch-misses
1699056377.86767,739525,branches
1699056377.86767,5574260,instructions
1699056377.86767,31688,branch-misses
1699056377.9686742,726410,branches
1699056377.9686742,5475046,instructions
1699056377.9686742,30397,branch-misses
1699056378.0696836,733429,branches
1699056378.0696836,5525158,instructions
1699056378.0696836,31114,branch-misses
1699056378.170723,737030,branches
1699056378.170723,5552870,instructions
1699056378.170723,30232,branch-misses
1699056378.271695,732353,branches
1699056378.271695,5519441,instructions
1699056378.271695,30499,branch-misses
1699056378.372661,733291,branches
1699056378.372661,5524318,instructions
1699056378.372661,29885,branch-misses
1699056378.4736392,734891,branches
1699056378.4736392,5537606,instructions
1699056378.4736392,30483,branch-misses
1699056378.57462,725235,branches
1699056378.57462,5462683,instructions
1699056378.57462,32370,branch-misses
1699056378.6756475,729886,branches
1699056378.6756475,5500884,instructions
1699056378.6756475,31411,branch-misses
1699056378.7766607,723699,branches
1699056378.7766607,5448639,instructions
1699056378.7766607,31464,branch-misses
1699056378.8776882,725787,branches
1699056378.8776882,5467254,instructions
1699056378.8776882,29976,branch-misses
1699056378.978712,731747,branches
1699056378.978712,5518191,instructions
1699056378.978712,31355,branch-misses
1699056379.0798962,720674,branches
1699056379.0798962,5425912,instructions
1699056379.0798962,29854,branch-misses
1699056379.1808953,727108,branches
1699056379.1808953,5482068,instructions
1699056379.1808953,30447,branch-misses
1699056379.2819493,733175,branches
1699056379.2819493,5518461,instructions
1699056379.2819493,30871,branch-misses
1699056379.3829248,720244,branches
1699056379.3829248,5426099,instructions
1699056379.3829248,30019,branch-misses
1699056379.4838915,726538,branches
1699056379.4838915,5476762,instructions
1699056379.4838915,30414,branch-misses
1699056379.584881,718518,branches
1699056379.584881,5409536,instructions
1699056379.584881,29828,branch-misses
1699056379.6858695,732550,branches
1699056379.6858695,5520331,instructions
1699056379.6858695,30026,branch-misses
1699056379.7869585,725745,branches
1699056379.7869585,5467936,instructions
1699056379.7869585,30449,branch-misses
1699056379.8879771,719059,branches
1699056379.8879771,5420677,instructions
1699056379.8879771,29301,branch-misses
1699056379.98899,729138,branches
1699056379.98899,5490561,instructions
1699056379.98899,30897,branch-misses
1699056380.0899637,727681,branches
1699056380.0899637,5482916,instructions
1699056380.0899637,29897,branch-misses
1699056380.1909635,723637,branches
1699056380.1909635,5451586,instructions
1699056380.1909635,29881,branch-misses
1699056380.292047,726479,branches
1699056380.292047,5473026,instructions
1699056380.292047,29979,branch-misses
1699056380.39306,721996,branches
1699056380.39306,5438245,instructions
1699056380.39306,30270,branch-misses
1699056380.494188,726120,branches
1699056380.494188,5469784,instructions
1699056380.494188,30379,branch-misses
1699056380.5951972,735449,branches
1699056380.5951972,5543158,instructions
1699056380.5951972,31568,branch-misses
1699056380.6961753,729638,branches
1699056380.6961753,5497800,instructions
1699056380.6961753,30330,branch-misses
1699056380.797453,877402,branches
1699056380.797453,6591672,instructions
1699056380.797453,46454,branch-misses
1699056380.8987098,737892,branches
1699056380.8987098,5560606,instructions
1699056380.8987098,31316,branch-misses
1699056380.999776,725441,branches
1699056380.999776,5466136,instructions
1699056380.999776,31005,branch-misses
1699056381.1074996,803198,branches
1699056381.1074996,6054660,instructions
1699056381.1074996,35562,branch-misses
1699056381.208605,727404,branches
1699056381.208605,5479679,instructions
1699056381.208605,30704,branch-misses
1699056381.309612,732398,branches
1699056381.309612,5516887,instructions
1699056381.309612,30815,branch-misses
1699056381.4105985,736964,branches
1699056381.4105985,5553983,instructions
1699056381.4105985,30831,branch-misses
1699056381.5117016,729222,branches
1699056381.5117016,5491633,instructions
1699056381.5117016,30216,branch-misses
1699056381.6126995,734423,branches
1699056381.6126995,5533383,instructions
1699056381.6126995,31929,branch-misses
1699056381.7137055,732841,branches
1699056381.7137055,5521702,instructions
1699056381.7137055,30178,branch-misses
1699056381.814718,730453,branches
1699056381.814718,5507853,instructions
1699056381.814718,31234,branch-misses
1699056381.9156907,731369,branches
1699056381.9156907,5512783,instructions
1699056381.9156907,30855,branch-misses
1699056382.0167081,727877,branches
1699056382.0167081,5489581,instructions
1699056382.0167081,30908,branch-misses
1699056382.1177175,739350,branches
1699056382.1177175,5580859,instructions
1699056382.1177175,31446,branch-misses
1699056382.218745,732662,branches
1699056382.218745,5521462,instructions
1699056382.218745,30697,branch-misses
1699056382.3197494,728156,branches
1699056382.3197494,5490701,instructions
1699056382.3197494,30338,branch-misses
1699056382.4207425,734773,branches
1699056382.4207425,5533872,instructions
1699056382.4207425,30174,branch-misses
1699056382.5217066,739079,branches
1699056382.5217066,5569419,instructions
1699056382.5217066,31690,branch-misses
1699056382.6227627,722555,branches
1699056382.6227627,5442769,instructions
1699056382.6227627,30344,branch-misses
1699056382.724086,727327,branches
1699056382.724086,5477755,instructions
1699056382.724086,29592,branch-misses
1699056382.8252103,725201,branches
1699056382.8252103,5460675,instructions
1699056382.8252103,30072,branch-misses
1699056382.9262986,729152,branches
1699056382.9262986,5491388,instructions
1699056382.9262986,31089,branch-misses
1699056383.0272775,728395,branches
1699056383.0272775,5485446,instructions
1699056383.0272775,30809,branch-misses
1699056383.1282578,722035,branches
1699056383.1282578,5435680,instructions
1699056383.1282578,29589,branch-misses
1699056383.229233,736737,branches
1699056383.229233,5552180,instructions
1699056383.229233,31624,branch-misses
1699056383.330251,733243,branches
1699056383.330251,5529035,instructions
1699056383.330251,31210,branch-misses
1699056383.4312778,728071,branches
1699056383.4312778,5488516,instructions
1699056383.4312778,30884,branch-misses
1699056383.532279,736698,branches
1699056383.532279,5549287,instructions
1699056383.532279,31040,branch-misses
1699056383.6332445,728004,branches
1699056383.6332445,5483229,instructions
1699056383.6332445,30833,branch-misses
1699056383.734386,734854,branches
1699056383.734386,5540926,instructions
1699056383.734386,31703,branch-misses
1699056383.8353574,731464,branches
1699056383.8353574,5513678,instructions
1699056383.8353574,30246,branch-misses
1699056383.9363399,732023,branches
1699056383.9363399,5517253,instructions
1699056383.9363399,30357,branch-misses
1699056384.0375435,733514,branches
1699056384.0375435,5544339,instructions
1699056384.0375435,31155,branch-misses
1699056384.138634,739794,branches
1699056384.138634,5562129,instructions
1699056384.138634,30823,branch-misses
1699056384.2396424,727127,branches
1699056384.2396424,5479150,instructions
1699056384.2396424,29666,branch-misses
1699056384.3406203,736125,branches
1699056384.3406203,5546251,instructions
1699056384.3406203,30208,branch-misses
1699056384.4415948,739676,branches
1699056384.4415948,5573918,instructions
1699056384.4415948,30471,branch-misses
1699056384.5426304,727307,branches
1699056384.5426304,5480992,instructions
1699056384.5426304,30350,branch-misses
1699056384.6436663,730194,branches
1699056384.6436663,5499078,instructions
1699056384.6436663,30959,branch-misses
1699056384.7447073,720722,branches
1699056384.7447073,5423967,instructions
1699056384.7447073,29933,branch-misses
1699056384.8457308,731302,branches
1699056384.8457308,5514831,instructions
1699056384.8457308,30921,branch-misses
1699056384.946738,731214,branches
1699056384.946738,5497663,instructions
1699056384.946738,30352,branch-misses
1699056385.047728,719715,branches
1699056385.047728,5418464,instructions
1699056385.047728,29260,branch-misses
1699056385.148741,727302,branches
1699056385.148741,5476664,instructions
1699056385.148741,30147,branch-misses
1699056385.2497635,729738,branches
1699056385.2497635,5491569,instructions
1699056385.2497635,30275,branch-misses
1699056385.350876,728429,branches
1699056385.350876,5483160,instructions
1699056385.350876,30652,branch-misses
1699056385.4518447,725930,branches
1699056385.4518447,5463177,instructions
1699056385.4518447,29709,branch-misses
1699056385.5528316,719696,branches
1699056385.5528316,5416187,instructions
1699056385.5528316,29939,branch-misses
1699056385.6538336,730816,branches
1699056385.6538336,5501306,instructions
1699056385.6538336,30501,branch-misses
1699056385.754842,725670,branches
1699056385.754842,5465750,instructions
1699056385.754842,30643,branch-misses
1699056385.8558605,722621,branches
1699056385.8558605,5445390,instructions
1699056385.8558605,30073,branch-misses
1699056385.9568567,728608,branches
1699056385.9568567,5483798,instructions
1699056385.9568567,30078,branch-misses
1699056386.0578513,727628,branches
1699056386.0578513,5480830,instructions
1699056386.0578513,30130,branch-misses
1699056386.1617582,766489,branches
1699056386.1617582,5769645,instructions
1699056386.1617582,33277,branch-misses
1699056386.262881,751699,branches
1699056386.262881,5660270,instructions
1699056386.262881,33557,branch-misses
1699056386.3642132,730165,branches
1699056386.3642132,5495478,instructions
1699056386.3642132,30586,branch-misses
1699056386.4652588,723950,branches
1699056386.4652588,5449829,instructions
1699056386.4652588,29695,branch-misses
1699056386.5663924,737241,branches
1699056386.5663924,5551374,instructions
1699056386.5663924,32239,branch-misses
1699056386.6674297,737838,branches
1699056386.6674297,5561238,instructions
1699056386.6674297,31717,branch-misses
1699056386.7685459,876728,branches
1699056386.7685459,6585976,instructions
1699056386.7685459,45196,branch-misses
1699056386.8699698,736260,branches
1699056386.8699698,5552575,instructions
1699056386.8699698,32090,branch-misses
1699056386.9710512,737490,branches
1699056386.9710512,5561006,instructions
1699056386.9710512,31689,branch-misses
1699056387.0721176,727005,branches
1699056387.0721176,5480443,instructions
1699056387.0721176,30250,branch-misses
1699056387.1731522,737959,branches
1699056387.1731522,5565287,instructions
1699056387.1731522,31756,branch-misses
1699056387.2741542,737461,branches
1699056387.2741542,5558782,instructions
1699056387.2741542,30857,branch-misses
1699056387.375137,727064,branches
1699056387.375137,5479457,instructions
1699056387.375137,30678,branch-misses
1699056387.4761207,738887,branches
1699056387.4761207,5568814,instructions
1699056387.4761207,31527,branch-misses
1699056387.5771189,729449,branches
1699056387.5771189,5494381,instructions
1699056387.5771189,30767,branch-misses
1699056387.6782773,740107,branches
1699056387.6782773,5579770,instructions
1699056387.6782773,31146,branch-misses
1699056387.7792826,735510,branches
1699056387.7792826,5544428,instructions
1699056387.7792826,30920,branch-misses
1699056387.8803613,729543,branches
1699056387.8803613,5500763,instructions
1699056387.8803613,30375,branch-misses
1699056387.9813352,742523,branches
1699056387.9813352,5596233,instructions
