time,counts,events
1699056186.6422043,27166331,branches
1699056186.6422043,254831485,instructions
1699056186.6422043,554520,branch-misses
1699056186.7505136,23393594,branches
1699056186.7505136,217972536,instructions
1699056186.7505136,544770,branch-misses
1699056186.8542178,2620214,branches
1699056186.8542178,22019975,instructions
1699056186.8542178,133184,branch-misses
1699056186.9549665,721186,branches
1699056186.9549665,5429516,instructions
1699056186.9549665,30699,branch-misses
1699056187.0643244,837308,branches
1699056187.0643244,6305425,instructions
1699056187.0643244,39179,branch-misses
1699056187.164943,733571,branches
1699056187.164943,5522835,instructions
1699056187.164943,30746,branch-misses
1699056187.2654855,725364,branches
1699056187.2654855,5461750,instructions
1699056187.2654855,30546,branch-misses
1699056187.3660188,731351,branches
1699056187.3660188,5508112,instructions
1699056187.3660188,31676,branch-misses
1699056187.4665546,726630,branches
1699056187.4665546,5470264,instructions
1699056187.4665546,30273,branch-misses
1699056187.567089,737083,branches
1699056187.567089,5548565,instructions
1699056187.567089,30670,branch-misses
1699056187.6675994,723666,branches
1699056187.6675994,5446637,instructions
1699056187.6675994,31255,branch-misses
1699056187.768108,10570476,branches
1699056187.768108,85163553,instructions
1699056187.768108,2207624,branch-misses
1699056187.8702323,14492407,branches
1699056187.8702323,137807608,instructions
1699056187.8702323,594281,branch-misses
1699056187.9743555,8909823,branches
1699056187.9743555,112127651,instructions
1699056187.9743555,226036,branch-misses
1699056188.0784526,15261973,branches
1699056188.0784526,155384498,instructions
1699056188.0784526,842933,branch-misses
1699056188.1862695,46078814,branches
1699056188.1862695,409427039,instructions
1699056188.1862695,4796014,branch-misses
1699056188.2980912,41082584,branches
1699056188.2980912,415827620,instructions
1699056188.2980912,1477276,branch-misses
1699056188.4101796,35235918,branches
1699056188.4101796,397644568,instructions
1699056188.4101796,833211,branch-misses
1699056188.5221958,42512148,branches
1699056188.5221958,409799238,instructions
1699056188.5221958,1604158,branch-misses
1699056188.630096,31244082,branches
1699056188.630096,298193297,instructions
1699056188.630096,914071,branch-misses
1699056188.7381191,31304021,branches
1699056188.7381191,299260826,instructions
1699056188.7381191,858351,branch-misses
1699056188.846173,28772146,branches
1699056188.846173,280422788,instructions
1699056188.846173,1606323,branch-misses
1699056188.9541094,8366834,branches
1699056188.9541094,82414886,instructions
1699056188.9541094,530573,branch-misses
1699056189.0549715,730411,branches
1699056189.0549715,5494752,instructions
1699056189.0549715,31026,branch-misses
1699056189.155722,763648,branches
1699056189.155722,5741700,instructions
1699056189.155722,34798,branch-misses
1699056189.256917,732903,branches
1699056189.256917,5513657,instructions
1699056189.256917,30552,branch-misses
1699056189.3582091,4555630,branches
1699056189.3582091,42939314,instructions
1699056189.3582091,205915,branch-misses
1699056189.4605448,14903539,branches
1699056189.4605448,139461528,instructions
1699056189.4605448,311414,branch-misses
1699056189.5623748,15240739,branches
1699056189.5623748,142497769,instructions
1699056189.5623748,312408,branch-misses
1699056189.6664088,15268850,branches
1699056189.6664088,142630375,instructions
1699056189.6664088,313844,branch-misses
1699056189.770443,36504157,branches
1699056189.770443,346178427,instructions
1699056189.770443,925055,branch-misses
1699056189.8823814,38258115,branches
1699056189.8823814,358492589,instructions
1699056189.8823814,780741,branch-misses
1699056189.9943388,43498922,branches
1699056189.9943388,391749203,instructions
1699056189.9943388,3030365,branch-misses
1699056190.1063273,40477988,branches
1699056190.1063273,389618823,instructions
1699056190.1063273,1093060,branch-misses
1699056190.2183316,35499438,branches
1699056190.2183316,370726968,instructions
1699056190.2183316,639215,branch-misses
1699056190.3303087,46070855,branches
1699056190.3303087,418589172,instructions
1699056190.3303087,3836659,branch-misses
1699056190.4421816,47329074,branches
1699056190.4421816,441005038,instructions
1699056190.4421816,2814867,branch-misses
1699056190.554217,35099092,branches
1699056190.554217,390307378,instructions
1699056190.554217,1072079,branch-misses
1699056190.6663947,33853725,branches
1699056190.6663947,352185671,instructions
1699056190.6663947,993329,branch-misses
1699056190.7741947,31252771,branches
1699056190.7741947,298323955,instructions
1699056190.7741947,900930,branch-misses
1699056190.8820715,31274374,branches
1699056190.8820715,298556138,instructions
1699056190.8820715,879272,branch-misses
1699056190.9900339,30850646,branches
1699056190.9900339,300805373,instructions
1699056190.9900339,1054739,branch-misses
1699056191.0980642,8962483,branches
1699056191.0980642,86360200,instructions
1699056191.0980642,441032,branch-misses
1699056191.198655,735588,branches
1699056191.198655,5544135,instructions
1699056191.198655,31662,branch-misses
1699056191.2991812,726711,branches
1699056191.2991812,5479039,instructions
1699056191.2991812,30340,branch-misses
1699056191.3996909,736520,branches
1699056191.3996909,5551304,instructions
1699056191.3996909,31216,branch-misses
1699056191.5002089,724722,branches
1699056191.5002089,5462923,instructions
1699056191.5002089,30590,branch-misses
1699056191.6007369,733093,branches
1699056191.6007369,5527237,instructions
1699056191.6007369,30488,branch-misses
1699056191.7012541,735592,branches
1699056191.7012541,5542050,instructions
1699056191.7012541,29785,branch-misses
1699056191.8018095,729020,branches
1699056191.8018095,5492076,instructions
1699056191.8018095,29996,branch-misses
1699056191.9023783,732161,branches
1699056191.9023783,5517851,instructions
1699056191.9023783,30152,branch-misses
1699056192.0029054,8062774,branches
1699056192.0029054,74654303,instructions
1699056192.0029054,518087,branch-misses
1699056192.1093748,14670019,branches
1699056192.1093748,141058312,instructions
1699056192.1093748,469046,branch-misses
1699056192.2106864,15218833,branches
1699056192.2106864,142245737,instructions
1699056192.2106864,316532,branch-misses
1699056192.3144233,15259192,branches
1699056192.3144233,142551362,instructions
1699056192.3144233,315227,branch-misses
1699056192.4184127,29170748,branches
1699056192.4184127,273769101,instructions
1699056192.4184127,1233997,branch-misses
1699056192.530366,40924401,branches
1699056192.530366,392820051,instructions
1699056192.530366,1188237,branch-misses
1699056192.642388,42877539,branches
1699056192.642388,388794109,instructions
1699056192.642388,2997727,branch-misses
1699056192.754336,42601212,branches
1699056192.754336,403792633,instructions
1699056192.754336,1175964,branch-misses
1699056192.8663564,34442538,branches
1699056192.8663564,356709909,instructions
1699056192.8663564,626937,branch-misses
1699056192.9783256,42633142,branches
1699056192.9783256,410434390,instructions
1699056192.9783256,929826,branch-misses
1699056193.090324,46308422,branches
1699056193.090324,415966854,instructions
1699056193.090324,4256282,branch-misses
1699056193.2021823,47023905,branches
1699056193.2021823,442114126,instructions
1699056193.2021823,2429638,branch-misses
1699056193.3142076,24151260,branches
1699056193.3142076,285448134,instructions
1699056193.3142076,762568,branch-misses
1699056193.4223816,24281860,branches
1699056193.4223816,256451312,instructions
1699056193.4223816,530934,branch-misses
1699056193.5301833,31241347,branches
1699056193.5301833,298238994,instructions
1699056193.5301833,906019,branch-misses
1699056193.6380637,31275153,branches
1699056193.6380637,298552081,instructions
1699056193.6380637,883643,branch-misses
1699056193.7460437,27121728,branches
1699056193.7460437,260067434,instructions
1699056193.7460437,751084,branch-misses
1699056193.8465724,724837,branches
1699056193.8465724,5460963,instructions
1699056193.8465724,30424,branch-misses
1699056193.9470928,721674,branches
1699056193.9470928,5437610,instructions
1699056193.9470928,29977,branch-misses
1699056194.0476227,729016,branches
1699056194.0476227,5491204,instructions
1699056194.0476227,30747,branch-misses
1699056194.1481626,723512,branches
1699056194.1481626,5450531,instructions
1699056194.1481626,30893,branch-misses
1699056194.248674,726641,branches
1699056194.248674,5473880,instructions
1699056194.248674,30295,branch-misses
1699056194.3491986,727971,branches
1699056194.3491986,5487488,instructions
1699056194.3491986,30840,branch-misses
1699056194.4497619,719061,branches
1699056194.4497619,5416020,instructions
1699056194.4497619,30003,branch-misses
1699056194.550332,1950620,branches
1699056194.550332,19971065,instructions
1699056194.550332,117601,branch-misses
1699056194.658217,14039743,branches
1699056194.658217,132455048,instructions
1699056194.658217,856390,branch-misses
1699056194.7622914,14616965,branches
1699056194.7622914,140226118,instructions
1699056194.7622914,436633,branch-misses
1699056194.8664796,15241290,branches
1699056194.8664796,142466481,instructions
1699056194.8664796,317405,branch-misses
1699056194.9704053,15251442,branches
1699056194.9704053,142488963,instructions
1699056194.9704053,315681,branch-misses
1699056195.0744357,15250936,branches
1699056195.0744357,142472417,instructions
1699056195.0744357,314723,branch-misses
