time,counts,events
1699054538.7752676,14735425,branches
1699054538.7752676,137855304,instructions
1699054538.7752676,307974,branch-misses
1699054538.8803172,14726621,branches
1699054538.8803172,136739056,instructions
1699054538.8803172,325913,branch-misses
1699054538.9832377,13776010,branches
1699054538.9832377,115945541,instructions
1699054538.9832377,2421121,branch-misses
1699054539.0872395,14444988,branches
1699054539.0872395,138482918,instructions
1699054539.0872395,605191,branch-misses
1699054539.19127,7685234,branches
1699054539.19127,103165625,instructions
1699054539.19127,90641,branch-misses
1699054539.2954347,26963605,branches
1699054539.2954347,251402216,instructions
1699054539.2954347,2684539,branch-misses
1699054539.4032955,29586635,branches
1699054539.4032955,284549125,instructions
1699054539.4032955,1032497,branch-misses
1699054539.5112808,23085992,branches
1699054539.5112808,254314723,instructions
1699054539.5112808,504583,branch-misses
1699054539.619257,29930647,branches
1699054539.619257,294710341,instructions
1699054539.619257,971570,branch-misses
1699054539.727164,24536724,branches
1699054539.727164,235923920,instructions
1699054539.727164,1040176,branch-misses
1699054539.8311334,15205463,branches
1699054539.8311334,144906687,instructions
1699054539.8311334,415232,branch-misses
1699054539.9351444,20466661,branches
1699054539.9351444,200017451,instructions
1699054539.9351444,832066,branch-misses
1699054540.043293,24007587,branches
1699054540.043293,227929744,instructions
1699054540.043293,872584,branch-misses
1699054540.1474802,14993310,branches
1699054540.1474802,140598544,instructions
1699054540.1474802,301825,branch-misses
1699054540.2514093,20935235,branches
1699054540.2514093,198155197,instructions
1699054540.2514093,510681,branch-misses
1699054540.3593986,27166607,branches
1699054540.3593986,255279503,instructions
1699054540.3593986,550471,branch-misses
1699054540.4673765,27989526,branches
1699054540.4673765,258565651,instructions
1699054540.4673765,1404175,branch-misses
1699054540.57529,30620963,branches
1699054540.57529,278948885,instructions
1699054540.57529,1974550,branch-misses
1699054540.683348,25390156,branches
1699054540.683348,262186507,instructions
1699054540.683348,738299,branch-misses
1699054540.7914708,25309942,branches
1699054540.7914708,253422298,instructions
1699054540.7914708,1290322,branch-misses
1699054540.9014013,30954122,branches
1699054540.9014013,284498804,instructions
1699054540.9014013,2134669,branch-misses
1699054541.0072825,25933597,branches
1699054541.0072825,269365609,instructions
1699054541.0072825,877153,branch-misses
1699054541.1152718,26641474,branches
1699054541.1152718,273948611,instructions
1699054541.1152718,600037,branch-misses
1699054541.223258,21990927,branches
1699054541.223258,213691663,instructions
1699054541.223258,849418,branch-misses
1699054541.3271542,15160973,branches
1699054541.3271542,144398018,instructions
1699054541.3271542,444537,branch-misses
1699054541.4311564,15182296,branches
1699054541.4311564,145196583,instructions
1699054541.4311564,409854,branch-misses
1699054541.5350835,15125351,branches
1699054541.5350835,146784309,instructions
1699054541.5350835,856800,branch-misses
1699054541.639276,14294270,branches
1699054541.639276,137998946,instructions
1699054541.639276,515463,branch-misses
1699054541.7433925,15011714,branches
1699054541.7433925,140702893,instructions
1699054541.7433925,306561,branch-misses
1699054541.847382,19198769,branches
1699054541.847382,180214078,instructions
1699054541.847382,583854,branch-misses
1699054541.9552724,28475377,branches
1699054541.9552724,271710022,instructions
1699054541.9552724,885448,branch-misses
1699054542.0633924,27126194,branches
1699054542.0633924,254986476,instructions
1699054542.0633924,549342,branch-misses
1699054542.171337,29811123,branches
1699054542.171337,265893840,instructions
1699054542.171337,2659655,branch-misses
1699054542.2794037,29388482,branches
1699054542.2794037,278916021,instructions
1699054542.2794037,910570,branch-misses
1699054542.3873222,22838357,branches
1699054542.3873222,244261246,instructions
1699054542.3873222,450723,branch-misses
1699054542.4992855,28072381,branches
1699054542.4992855,268026250,instructions
1699054542.4992855,2017818,branch-misses
1699054542.6072185,30586843,branches
1699054542.6072185,286573894,instructions
1699054542.6072185,1612653,branch-misses
1699054542.71522,25145186,branches
1699054542.71522,266995284,instructions
1699054542.71522,781928,branch-misses
1699054542.8233817,21572716,branches
1699054542.8233817,219766109,instructions
1699054542.8233817,512202,branch-misses
1699054542.9272392,15162738,branches
1699054542.9272392,144447798,instructions
1699054542.9272392,442078,branch-misses
1699054543.031175,15174259,branches
1699054543.031175,144555221,instructions
1699054543.031175,429300,branch-misses
1699054543.1350935,19188923,branches
1699054543.1350935,186318770,instructions
1699054543.1350935,661745,branch-misses
1699054543.2431004,14298594,branches
1699054543.2431004,137839785,instructions
1699054543.2431004,841021,branch-misses
1699054543.3472385,14859602,branches
1699054543.3472385,140787750,instructions
1699054543.3472385,344401,branch-misses
1699054543.4513981,14975671,branches
1699054543.4513981,140448937,instructions
1699054543.4513981,303237,branch-misses
1699054543.5553539,26200391,branches
1699054543.5553539,250701844,instructions
1699054543.5553539,997019,branch-misses
1699054543.663299,28318108,branches
1699054543.663299,270266556,instructions
1699054543.663299,832037,branch-misses
1699054543.7713726,27051799,branches
1699054543.7713726,252970116,instructions
1699054543.7713726,604758,branch-misses
1699054543.8792942,31132607,branches
1699054543.8792942,276554366,instructions
