time,counts,events
1699054461.886168,15044189,branches
1699054461.886168,140935841,instructions
1699054461.886168,305701,branch-misses
1699054461.990485,14994343,branches
1699054461.990485,140535472,instructions
1699054461.990485,308511,branch-misses
1699054462.0942945,4798806,branches
1699054462.0942945,42984640,instructions
1699054462.0942945,170349,branch-misses
1699054462.1949148,490945,branches
1699054462.1949148,3693979,instructions
1699054462.1949148,20475,branch-misses
1699054462.2954428,495856,branches
1699054462.2954428,3731970,instructions
1699054462.2954428,21254,branch-misses
1699054462.3959255,496900,branches
1699054462.3959255,3742165,instructions
1699054462.3959255,21150,branch-misses
1699054462.4966083,496064,branches
1699054462.4966083,3733890,instructions
1699054462.4966083,21248,branch-misses
1699054462.5972528,492813,branches
1699054462.5972528,3707475,instructions
1699054462.5972528,20359,branch-misses
1699054462.697716,501337,branches
1699054462.697716,3772265,instructions
1699054462.697716,21399,branch-misses
1699054462.7982438,497702,branches
1699054462.7982438,3747453,instructions
1699054462.7982438,22158,branch-misses
1699054462.8987195,491802,branches
1699054462.8987195,3702621,instructions
1699054462.8987195,20598,branch-misses
1699054462.999207,491565,branches
1699054462.999207,3704186,instructions
1699054462.999207,20517,branch-misses
1699054463.0996706,499388,branches
1699054463.0996706,3753654,instructions
1699054463.0996706,20520,branch-misses
1699054463.2001638,493899,branches
1699054463.2001638,3715740,instructions
1699054463.2001638,20537,branch-misses
1699054463.3006058,491556,branches
1699054463.3006058,3697828,instructions
1699054463.3006058,20687,branch-misses
1699054463.4010422,496325,branches
1699054463.4010422,3734939,instructions
1699054463.4010422,21348,branch-misses
1699054463.5014894,493356,branches
1699054463.5014894,3712894,instructions
1699054463.5014894,20849,branch-misses
1699054463.6019723,492879,branches
1699054463.6019723,3707565,instructions
1699054463.6019723,20930,branch-misses
1699054463.702414,490751,branches
1699054463.702414,3691549,instructions
1699054463.702414,21016,branch-misses
1699054463.8028717,500095,branches
1699054463.8028717,3762109,instructions
1699054463.8028717,20654,branch-misses
1699054463.9033363,492176,branches
1699054463.9033363,3705282,instructions
1699054463.9033363,21026,branch-misses
1699054464.004027,492163,branches
1699054464.004027,3707827,instructions
1699054464.004027,21201,branch-misses
1699054464.1046958,499613,branches
1699054464.1046958,3758818,instructions
1699054464.1046958,21062,branch-misses
1699054464.2051945,494957,branches
1699054464.2051945,3722871,instructions
1699054464.2051945,20597,branch-misses
1699054464.3056595,494948,branches
1699054464.3056595,3724515,instructions
1699054464.3056595,20477,branch-misses
1699054464.406207,493890,branches
1699054464.406207,3719641,instructions
1699054464.406207,21008,branch-misses
1699054464.5066547,496638,branches
1699054464.5066547,3733016,instructions
1699054464.5066547,20196,branch-misses
1699054464.607096,495314,branches
1699054464.607096,3727025,instructions
1699054464.607096,20649,branch-misses
1699054464.7075562,491121,branches
1699054464.7075562,3695004,instructions
1699054464.7075562,20412,branch-misses
1699054464.808036,494423,branches
1699054464.808036,3720036,instructions
1699054464.808036,20254,branch-misses
1699054464.9084785,498292,branches
1699054464.9084785,3749921,instructions
1699054464.9084785,21001,branch-misses
1699054465.008912,490697,branches
1699054465.008912,3691032,instructions
1699054465.008912,20334,branch-misses
1699054465.1093488,495590,branches
1699054465.1093488,3728182,instructions
1699054465.1093488,20773,branch-misses
1699054465.2098222,496810,branches
1699054465.2098222,3741313,instructions
1699054465.2098222,20446,branch-misses
1699054465.3153431,532097,branches
1699054465.3153431,4000512,instructions
1699054465.3153431,23558,branch-misses
1699054465.4159048,492835,branches
1699054465.4159048,3708818,instructions
1699054465.4159048,20710,branch-misses
1699054465.5163913,500130,branches
1699054465.5163913,3766712,instructions
1699054465.5163913,21047,branch-misses
1699054465.6170154,501307,branches
1699054465.6170154,3775382,instructions
1699054465.6170154,21435,branch-misses
1699054465.7177088,505208,branches
1699054465.7177088,3804518,instructions
1699054465.7177088,21946,branch-misses
1699054465.8182077,498612,branches
1699054465.8182077,3755028,instructions
1699054465.8182077,21371,branch-misses
1699054465.9186964,508822,branches
1699054465.9186964,3832587,instructions
1699054465.9186964,22929,branch-misses
1699054466.0191677,494094,branches
1699054466.0191677,3719310,instructions
1699054466.0191677,20935,branch-misses
1699054466.1196136,494379,branches
1699054466.1196136,3721920,instructions
1699054466.1196136,20987,branch-misses
1699054466.2200494,500966,branches
1699054466.2200494,3772744,instructions
1699054466.2200494,21325,branch-misses
1699054466.3205178,493891,branches
1699054466.3205178,3718683,instructions
1699054466.3205178,20648,branch-misses
1699054466.4212143,496410,branches
1699054466.4212143,3736741,instructions
1699054466.4212143,20884,branch-misses
1699054466.522128,501273,branches
1699054466.522128,3773909,instructions
1699054466.522128,20623,branch-misses
1699054466.6229393,491560,branches
1699054466.6229393,3700808,instructions
1699054466.6229393,20845,branch-misses
1699054466.723779,495525,branches
1699054466.723779,3733259,instructions
1699054466.723779,21086,branch-misses
1699054466.8248107,577862,branches
1699054466.8248107,4344460,instructions
1699054466.8248107,29033,branch-misses
1699054466.9262302,500829,branches
1699054466.9262302,3771965,instructions
1699054466.9262302,21647,branch-misses
1699054467.0271719,492586,branches
1699054467.0271719,3713734,instructions
1699054467.0271719,20818,branch-misses
1699054467.1350725,6315197,branches
1699054467.1350725,51312566,instructions
1699054467.1350725,1381984,branch-misses
1699054467.2383933,14852474,branches
1699054467.2383933,134681371,instructions
1699054467.2383933,1214350,branch-misses
1699054467.3422685,13896418,branches
1699054467.3422685,153610444,instructions
1699054467.3422685,1347015,branch-misses
1699054467.4503872,27093355,branches
1699054467.4503872,262602963,instructions
1699054467.4503872,1791714,branch-misses
1699054467.5582752,25651103,branches
1699054467.5582752,270708503,instructions
1699054467.5582752,877900,branch-misses
1699054467.6661913,26979400,branches
1699054467.6661913,272551703,instructions
1699054467.6661913,655129,branch-misses
1699054467.774278,30943943,branches
1699054467.774278,296505607,instructions
1699054467.774278,871536,branch-misses
1699054467.882143,29570421,branches
1699054467.882143,285031905,instructions
1699054467.882143,1301205,branch-misses
1699054467.990124,16568804,branches
1699054467.990124,160782118,instructions
1699054467.990124,502588,branch-misses
1699054468.094119,13818680,branches
1699054468.094119,134171856,instructions
1699054468.094119,836134,branch-misses
1699054468.1981373,2949239,branches
1699054468.1981373,29350134,instructions
1699054468.1981373,185672,branch-misses
1699054468.2986622,502398,branches
1699054468.2986622,3782554,instructions
1699054468.2986622,21284,branch-misses
1699054468.3991268,490898,branches
1699054468.3991268,3694710,instructions
1699054468.3991268,20943,branch-misses
1699054468.4995692,497322,branches
1699054468.4995692,3743285,instructions
1699054468.4995692,21026,branch-misses
1699054468.6000247,492826,branches
1699054468.6000247,3712580,instructions
1699054468.6000247,21218,branch-misses
1699054468.7007208,495415,branches
1699054468.7007208,3737735,instructions
1699054468.7007208,20947,branch-misses
1699054468.8013856,500548,branches
1699054468.8013856,3770736,instructions
1699054468.8013856,21816,branch-misses
1699054468.9018848,490919,branches
1699054468.9018848,3695805,instructions
1699054468.9018848,20640,branch-misses
1699054469.0023444,507954,branches
1699054469.0023444,3826157,instructions
1699054469.0023444,22051,branch-misses
1699054469.1027825,492024,branches
1699054469.1027825,3704594,instructions
1699054469.1027825,20250,branch-misses
1699054469.2032151,497940,branches
1699054469.2032151,3749679,instructions
1699054469.2032151,20672,branch-misses
1699054469.3036559,491476,branches
1699054469.3036559,3699555,instructions
