time,counts,events
1699057643.7562091,39017003,branches
1699057643.7562091,376430594,instructions
1699057643.7562091,1052407,branch-misses
1699057643.8685431,39056858,branches
1699057643.8685431,389822652,instructions
1699057643.8685431,2436471,branch-misses
1699057643.9801936,47864271,branches
1699057643.9801936,436122724,instructions
1699057643.9801936,3856186,branch-misses
1699057644.092179,38338296,branches
1699057644.092179,401436307,instructions
1699057644.092179,1249848,branch-misses
1699057644.2042534,39147433,branches
1699057644.2042534,422884275,instructions
1699057644.2042534,867962,branch-misses
1699057644.316211,46678831,branches
1699057644.316211,448830540,instructions
1699057644.316211,1834392,branch-misses
1699057644.4281332,47478893,branches
1699057644.4281332,455548784,instructions
1699057644.4281332,1342823,branch-misses
1699057644.5402327,47394011,branches
1699057644.5402327,454842011,instructions
1699057644.5402327,1367580,branch-misses
1699057644.6522684,44758285,branches
1699057644.6522684,430354815,instructions
1699057644.6522684,1991548,branch-misses
1699057644.7643683,39338184,branches
1699057644.7643683,373679327,instructions
1699057644.7643683,977429,branch-misses
1699057644.8763773,37720967,branches
1699057644.8763773,354588036,instructions
1699057644.8763773,761451,branch-misses
1699057644.9883778,42712519,branches
1699057644.9883778,387340900,instructions
1699057644.9883778,3006377,branch-misses
1699057645.1003509,42070413,branches
1699057645.1003509,398963600,instructions
1699057645.1003509,1155018,branch-misses
1699057645.2124422,34092267,branches
1699057645.2124422,355527634,instructions
1699057645.2124422,616622,branch-misses
1699057645.3242853,46845481,branches
1699057645.3242853,425661997,instructions
1699057645.3242853,4414417,branch-misses
1699057645.4361744,46882867,branches
1699057645.4361744,441983843,instructions
1699057645.4361744,2416105,branch-misses
1699057645.548161,33805433,branches
1699057645.548161,384364974,instructions
1699057645.548161,869383,branch-misses
1699057645.6602755,43494486,branches
1699057645.6602755,436918003,instructions
1699057645.6602755,1434231,branch-misses
1699057645.7722187,47064085,branches
1699057645.7722187,451693860,instructions
1699057645.7722187,1545176,branch-misses
1699057645.8842437,48063899,branches
1699057645.8842437,457271895,instructions
1699057645.8842437,1195645,branch-misses
1699057645.9962113,46485744,branches
1699057645.9962113,448763739,instructions
1699057645.9962113,1650888,branch-misses
1699057646.108231,43613329,branches
1699057646.108231,417827211,instructions
1699057646.108231,1774565,branch-misses
1699057646.2203796,37964041,branches
1699057646.2203796,358012124,instructions
1699057646.2203796,775655,branch-misses
1699057646.3323808,41937626,branches
1699057646.3323808,379913628,instructions
1699057646.3323808,2871754,branch-misses
1699057646.4443357,42247079,branches
1699057646.4443357,399756643,instructions
1699057646.4443357,1182326,branch-misses
1699057646.5563996,35060820,branches
1699057646.5563996,359311987,instructions
1699057646.5563996,706268,branch-misses
1699057646.6683524,41344633,branches
