0.684,0.328,0.384,0.128,0.0,0.0,262.0,0.684,0.328,0.384,0.128,0.0,0.0,183.0,0.684,0.328,0.384,0.128,0.0,0.0,67.0,0.5611255,0.43887445,0.8838244,0.11617561,0.5828748,0.41712523,0.49554687500000005
0.989,0.3,0.389,0.1,0.539486825466156,0.4605131447315216,230.0,0.989,0.3,0.389,0.1,1.0,0.0,200.0,0.989,0.3,0.389,0.1,0.8336458206176758,0.16635411977767944,59.0,0.5394868,0.46051314,1.0,0.0,0.8336458,0.16635412,0.4942280163599182
1.063,0.0,0.463,0.0,0.8807211518287659,0.11927881836891174,198.0,1.063,0.0,0.463,0.0,0.9018369913101196,0.09816302359104156,214.0,1.063,0.0,0.463,0.0,1.0,0.0,51.0,0.88072115,0.11927882,0.901837,0.09816302,1.0,0.0,0.7449082073434126
1.036,0.0,0.436,0.0,0.9019800424575806,0.09801995754241943,168.0,1.036,0.0,0.436,0.0,1.0,0.0,227.0,1.036,0.0,0.436,0.0,0.9663909673690796,0.03360902890563011,41.0,0.90198004,0.09801996,1.0,0.0,0.96639097,0.03360903,0.7447477064220184
1.008,0.0,0.408,0.0,0.8182268738746643,0.1817731261253357,139.0,1.008,0.0,0.408,0.0,0.811573326587677,0.1884266883134842,237.0,1.008,0.0,0.408,0.0,0.9787503480911255,0.021249614655971527,32.0,0.8182269,0.18177313,0.8115733,0.18842669,0.97875035,0.021249615,0.7445588235294118
0.961,0.218,0.361,0.018,1.0,0.0,113.0,0.961,0.218,0.361,0.018,0.7689446806907654,0.23105527460575104,244.0,0.961,0.218,0.361,0.018,0.6594173908233643,0.34058260917663574,22.0,1.0,0.0,0.7689447,0.23105527,0.6594174,0.3405826,0.49327836411609494
0.949,0.202,0.349,0.002,1.0,0.0,90.0,0.949,0.202,0.349,0.002,0.9134281277656555,0.0865718349814415,248.0,0.949,0.202,0.349,0.002,0.6902012228965759,0.30979880690574646,13.0,1.0,0.0,0.9134281,0.086571835,0.6902012,0.3097988,0.49294159544159544
0.924,0.0,0.324,0.0,1.0,0.0,71.0,0.924,0.0,0.324,0.0,1.0,0.0,249.0,0.924,0.0,0.324,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7437962962962963
0.631,0.173,0.231,0.073,1.0,0.0,56.0,0.631,0.173,0.231,0.073,0.6242682337760925,0.37573182582855225,248.0,0.631,0.173,0.231,0.073,0.7076757550239563,0.29232433438301086,0.0,1.0,0.0,0.62426823,0.37573183,0.70767576,0.29232433,0.49421052631578943
0.689,0.0,0.289,0.0,0.8551824688911438,0.1448175311088562,46.0,0.689,0.0,0.289,0.0,1.0,0.0,243.0,0.689,0.0,0.289,0.0,0.7122259140014648,0.28777408599853516,0.0,0.85518247,0.14481753,1.0,0.0,0.7122259,0.2877741,0.7447318339100346
0.676,0.0,0.276,0.0,1.0,0.0,40.0,0.676,0.0,0.276,0.0,1.0,0.0,236.0,0.676,0.0,0.276,0.0,0.5770931243896484,0.4229068458080292,0.0,1.0,0.0,1.0,0.0,0.5770931,0.42290685,0.7446014492753623
0.665,0.0,0.265,0.0,0.8619641065597534,0.138035848736763,40.0,0.665,0.0,0.265,0.0,1.0,0.0,225.0,0.665,0.0,0.265,0.0,0.32375186681747437,0.6762481331825256,0.0,0.8619641,0.13803585,1.0,0.0,0.32375187,0.67624813,0.7444811320754716
0.613,0.145,0.213,0.045,1.0,0.0,45.0,0.613,0.145,0.213,0.045,0.6743143200874329,0.32568565011024475,213.0,0.613,0.145,0.213,0.045,0.6754517555236816,0.32454824447631836,0.0,1.0,0.0,0.6743143,0.32568565,0.67545176,0.32454824,0.493624031007752
0.652,0.0,0.252,0.0,1.0,0.0,54.0,0.652,0.0,0.252,0.0,1.0,0.0,198.0,0.652,0.0,0.252,0.0,0.2684294283390045,0.7315705418586731,0.0,1.0,0.0,1.0,0.0,0.26842943,0.73157054,0.7443253968253969
0.636,0.115,0.236,0.015,0.6678510904312134,0.33214887976646423,69.0,0.636,0.115,0.236,0.015,1.0,0.0,182.0,0.636,0.115,0.236,0.015,0.9819333553314209,0.018066667020320892,0.0,0.6678511,0.33214888,1.0,0.0,0.98193336,0.018066667,0.49351593625498014
0.651,0.0,0.251,0.0,0.8655089735984802,0.13449101150035858,87.0,0.651,0.0,0.251,0.0,0.9680633544921875,0.03193666413426399,164.0,0.651,0.0,0.251,0.0,0.3395906090736389,0.6604093909263611,0.0,0.865509,0.13449101,0.96806335,0.031936664,0.3395906,0.6604094,0.744312749003984
0.639,0.116,0.239,0.016,0.7122462391853333,0.28775379061698914,110.0,0.639,0.116,0.239,0.016,0.8908805847167969,0.10911939293146133,145.0,0.639,0.116,0.239,0.016,0.5612691640853882,0.43873080611228943,0.0,0.71224624,0.2877538,0.8908806,0.10911939,0.56126916,0.4387308,0.4935784313725491
0.617,0.345,0.217,0.045,0.7005425095558167,0.29945749044418335,136.0,0.617,0.345,0.217,0.045,0.6947811245918274,0.3052189350128174,126.0,0.617,0.345,0.217,0.045,0.9149141311645508,0.08508583903312683,0.0,0.7005425,0.2994575,0.6947811,0.30521894,0.91491413,0.08508584,0.49215648854961835
0.6,0.271,0.2,0.071,0.5401282906532288,0.45987170934677124,164.0,0.6,0.271,0.2,0.071,0.8927456736564636,0.10725434124469757,107.0,0.6,0.271,0.2,0.071,0.8856767416000366,0.11432326585054398,0.0,0.5401283,0.4598717,0.8927457,0.10725434,0.88567674,0.114323266,0.4930719557195572
0.683,0.0,0.283,0.0,1.0,0.0,194.0,0.683,0.0,0.283,0.0,1.0,0.0,89.0,0.683,0.0,0.283,0.0,0.5454546213150024,0.4545454680919647,0.0,1.0,0.0,1.0,0.0,0.5454546,0.45454547,0.7446731448763251
0.697,0.0,0.297,0.0,1.0,0.0,226.0,0.697,0.0,0.297,0.0,1.0,0.0,71.0,0.697,0.0,0.297,0.0,0.4780043661594391,0.5219956040382385,0.0,1.0,0.0,1.0,0.0,0.47800437,0.5219956,0.7448063973063973
0.792,0.222,0.292,0.022,0.9060878157615662,0.09391214698553085,257.0,0.792,0.222,0.292,0.022,0.5747811794281006,0.425218790769577,55.0,0.792,0.222,0.292,0.022,0.38708585500717163,0.6129141449928284,2.0,0.9060878,0.09391215,0.5747812,0.4252188,0.38708586,0.61291414,0.4930414012738853
0.934,0.207,0.334,0.007,0.8818938732147217,0.1181061714887619,289.0,0.934,0.207,0.334,0.007,1.0,0.0,41.0,0.934,0.207,0.334,0.007,0.3997063934803009,0.6002936363220215,11.0,0.8818939,0.11810617,1.0,0.0,0.3997064,0.60029364,0.49280791788856304
0.968,0.201,0.368,0.001,1.0,0.0,319.0,0.968,0.201,0.368,0.001,1.0,0.0,30.0,0.968,0.201,0.368,0.001,0.7715206146240234,0.2284793257713318,20.0,1.0,0.0,1.0,0.0,0.7715206,0.22847933,0.49316395663956636
0.997,0.0,0.397,0.0,1.0,0.0,347.0,0.997,0.0,0.397,0.0,0.823329746723175,0.17667022347450256,20.0,0.997,0.0,0.397,0.0,1.0,0.0,30.0,1.0,0.0,0.82332975,0.17667022,1.0,0.0,0.7444773299748111
1.025,0.0,0.425,0.0,1.0,0.0,372.0,1.025,0.0,0.425,0.0,0.8419303894042969,0.15806958079338074,14.0,1.025,0.0,0.425,0.0,1.0,0.0,39.0,1.0,0.0,0.8419304,0.15806958,1.0,0.0,0.7446764705882353
1.052,0.0,0.452,0.0,0.9369166493415833,0.06308341771364212,394.0,1.052,0.0,0.452,0.0,1.0,0.0,10.0,1.052,0.0,0.452,0.0,0.905403196811676,0.09459684044122696,48.0,0.93691665,0.06308342,1.0,0.0,0.9054032,0.09459684,0.7448451327433628
1.074,0.105,0.474,0.005,1.0,0.0,412.0,1.074,0.105,0.474,0.005,0.515465497970581,0.48453444242477417,10.0,1.074,0.105,0.474,0.005,1.0,0.0,57.0,1.0,0.0,0.5154655,0.48453444,1.0,0.0,0.49457724425887273
0.966,0.437,0.366,0.137,0.6106632351875305,0.3893367648124695,426.0,0.966,0.437,0.366,0.137,0.667108416557312,0.332891583442688,12.0,0.966,0.437,0.366,0.137,0.9521485567092896,0.04785139858722687,65.0,0.61066324,0.38933676,0.6671084,0.33289158,0.95214856,0.0478514,0.49392147117296226
1.119,0.306,0.519,0.006,0.830014705657959,0.1699853092432022,435.0,1.119,0.306,0.519,0.006,0.6643608212471008,0.33563920855522156,18.0,1.119,0.306,0.519,0.006,0.7791838049888611,0.22081618010997772,72.0,0.8300147,0.16998531,0.6643608,0.3356392,0.7791838,0.22081618,0.4940714285714286
1.133,0.211,0.533,0.011,1.0,0.0,439.0,1.133,0.211,0.533,0.011,0.9852806329727173,0.014719362370669842,26.0,1.133,0.211,0.533,0.011,0.7179264426231384,0.28207358717918396,79.0,1.0,0.0,0.98528063,0.014719362,0.71792644,0.2820736,0.49455882352941183
1.158,0.0,0.558,0.0,0.8132960200309753,0.18670399487018585,438.0,1.158,0.0,0.558,0.0,1.0,0.0,37.0,1.158,0.0,0.558,0.0,1.0,0.0,83.0,0.813296,0.186704,1.0,0.0,1.0,0.0,0.7453494623655914
1.157,0.112,0.557,0.012,1.0,0.0,432.0,1.157,0.112,0.557,0.012,0.6612537503242493,0.3387462794780731,50.0,1.157,0.112,0.557,0.012,1.0,0.0,87.0,1.0,0.0,0.66125375,0.33874628,1.0,0.0,0.4950395430579966
1.175,0.0,0.575,0.0,1.0,0.0,421.0,1.175,0.0,0.575,0.0,0.9680204391479492,0.03197953477501869,65.0,1.175,0.0,0.575,0.0,1.0,0.0,89.0,1.0,0.0,0.96802044,0.031979535,1.0,0.0,0.7454130434782609
1.152,0.125,0.552,0.025,1.0,0.0,406.0,1.152,0.125,0.552,0.025,1.0,0.0,82.0,1.152,0.125,0.552,0.025,0.6305528283119202,0.36944717168807983,89.0,1.0,0.0,1.0,0.0,0.6305528,0.36944717,0.4950736568457539
1.175,0.0,0.575,0.0,0.9305563569068909,0.06944362819194794,386.0,1.175,0.0,0.575,0.0,1.0,0.0,100.0,1.175,0.0,0.575,0.0,0.9653438329696655,0.034656208008527756,89.0,0.93055636,0.06944363,1.0,0.0,0.96534383,0.034656208,0.7454130434782609
1.095,0.273,0.495,0.073,0.7084473967552185,0.2915526330471039,363.0,1.095,0.273,0.495,0.073,1.0,0.0,119.0,1.095,0.273,0.495,0.073,0.6739426255226135,0.3260573744773865,86.0,0.7084474,0.29155263,1.0,0.0,0.6739426,0.32605737,0.49468309859154935
1.036,0.32,0.436,0.12,0.5857419371604919,0.41425806283950806,336.0,1.036,0.32,0.436,0.12,1.0,0.0,138.0,1.036,0.32,0.436,0.12,0.9023861885070801,0.09761382639408112,82.0,0.58574194,0.41425806,1.0,0.0,0.9023862,0.09761383,0.4946223021582734
1.049,0.392,0.449,0.092,0.6923490762710571,0.30765095353126526,307.0,1.049,0.392,0.449,0.092,0.6592700481414795,0.3407299518585205,157.0,1.049,0.392,0.449,0.092,1.0,0.0,77.0,0.6923491,0.30765095,0.65927005,0.34072995,1.0,0.0,0.4941728280961183
1.121,0.202,0.521,0.002,0.796445369720459,0.2035546451807022,277.0,1.121,0.202,0.521,0.002,1.0,0.0,175.0,1.121,0.202,0.521,0.002,1.0,0.0,71.0,0.79644537,0.20355465,1.0,0.0,1.0,0.0,0.49444072657743776
1.1,0.0,0.5,0.0,1.0,0.0,245.0,1.1,0.0,0.5,0.0,1.0,0.0,192.0,1.1,0.0,0.5,0.0,0.9905295968055725,0.009470413438975811,63.0,1.0,0.0,1.0,0.0,0.9905296,0.009470413,0.7451
1.075,0.0,0.475,0.0,0.8462967276573181,0.1537032425403595,213.0,1.075,0.0,0.475,0.0,1.0,0.0,207.0,1.075,0.0,0.475,0.0,1.0,0.0,55.0,0.8462967,0.15370324,1.0,0.0,1.0,0.0,0.7449736842105263
0.937,0.312,0.337,0.112,0.7384183406829834,0.2615816593170166,182.0,0.937,0.312,0.337,0.112,0.5462048649787903,0.45379510521888733,221.0,0.937,0.312,0.337,0.112,0.9193069338798523,0.08069301396608353,46.0,0.73841834,0.26158166,0.54620486,0.4537951,0.91930693,0.080693014,0.49393652561247214
