0.905,0.0,0.135,0.0,0.451,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.8815489749430524,0.905,0.0,0.135,0.0,0.451,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.199203187250996,0.905,0.0,0.135,0.0,0.451,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.898876404494382,0.41350412,0.0,0.40144497,0.18505092,0.47314477,0.14421412,0.37875462,0.003886459,0.45141616,0.091637336,0.41515556,0.041790944,0.6486430367504836,0.6486430367504836,0.6486430367504836
0.904,0.0,0.144,0.0,0.45,0.0,0.069,0.0,0.3894355893135071,0.2200886309146881,0.3494296669960022,0.041046056896448135,0.8861047835990888,0.904,0.0,0.144,0.0,0.45,0.0,0.069,0.0,0.2921449840068817,0.23444464802742004,0.3691957890987396,0.104214608669281,0.199203187250996,0.904,0.0,0.144,0.0,0.45,0.0,0.069,0.0,0.37463557720184326,0.15045210719108582,0.3642077147960663,0.11070454865694046,0.898876404494382,0.3894356,0.22008863,0.34942967,0.041046057,0.29214498,0.23444465,0.3691958,0.10421461,0.37463558,0.1504521,0.3642077,0.11070455,0.7606029869404831,0.7762385250416795,0.8179262043324509
1.045,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.4926891326904297,0.002779057016596198,0.36878910660743713,0.13574273884296417,0.8906605922551253,1.045,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.49119433760643005,0.0,0.46077170968055725,0.0480339489877224,0.199203187250996,1.045,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.5300031900405884,0.0,0.432984858751297,0.03701194375753403,0.8876404494382022,0.49268913,0.002779057,0.3687891,0.13574274,0.49119434,0.0,0.4607717,0.04803395,0.5300032,0.0,0.43298486,0.037011944,0.836720399067952,0.8298663715582627,0.8614971856337327
0.906,0.0,0.147,0.0,0.45,0.0,0.072,0.0,0.42011892795562744,0.10220444202423096,0.3511033058166504,0.12657329440116882,0.8952164009111617,0.906,0.0,0.147,0.0,0.45,0.0,0.072,0.0,0.4147026240825653,0.13214699923992157,0.3516608774662018,0.10148955881595612,0.199203187250996,0.906,0.0,0.147,0.0,0.45,0.0,0.072,0.0,0.49885961413383484,0.09960567206144333,0.40153470635414124,0.0,0.8876404494382022,0.42011893,0.10220444,0.3511033,0.1265733,0.41470262,0.132147,0.35166088,0.10148956,0.4988596,0.09960567,0.4015347,0.0,0.8088695020075503,0.7957808554764452,0.8087973863478365
0.792,0.0,0.26,0.0,0.395,0.0,0.128,0.0,0.4994928538799286,0.09878700971603394,0.4017201066017151,0.0,0.8997722095671982,0.792,0.0,0.26,0.0,0.395,0.0,0.128,0.0,0.4485311210155487,0.0,0.4630522131919861,0.08841665834188461,0.199203187250996,0.792,0.0,0.26,0.0,0.395,0.0,0.128,0.0,0.2562623620033264,0.0,0.5003595948219299,0.24337804317474365,0.8764044943820225,0.49949285,0.09878701,0.4017201,0.0,0.44853112,0.0,0.4630522,0.08841666,0.25626236,0.0,0.5003596,0.24337804,0.7980137988743317,0.7957843169388306,0.7512918993649018
0.258,0.0,0.795,0.0,0.128,0.0,0.397,0.0,0.40378326177597046,0.06895072758197784,0.45766016840934753,0.06960584223270416,0.9043280182232346,0.258,0.0,0.795,0.0,0.128,0.0,0.397,0.0,0.4645932614803314,0.10273555666208267,0.41022422909736633,0.02244693413376808,0.199203187250996,0.258,0.0,0.795,0.0,0.128,0.0,0.397,0.0,0.5625381469726562,0.0,0.43746182322502136,0.0,0.8764044943820225,0.40378326,0.06895073,0.45766017,0.06960584,0.46459326,0.10273556,0.41022423,0.022446934,0.56253815,0.0,0.43746182,0.0,0.8103627345869882,0.8075523487637384,0.7261362574408395
0.258,0.0,0.8,0.0,0.127,0.0,0.399,0.0,0.42549487948417664,0.00029914191691204906,0.4424471855163574,0.13175879418849945,0.908883826879271,0.258,0.0,0.8,0.0,0.127,0.0,0.399,0.0,0.3960096836090088,0.15866145491600037,0.3046867847442627,0.14064207673072815,0.199203187250996,0.258,0.0,0.8,0.0,0.127,0.0,0.399,0.0,0.4605160653591156,0.10031621903181076,0.32401415705680847,0.11515355855226517,0.8651685393258427,0.42549488,0.00029914192,0.4424472,0.1317588,0.39600968,0.15866145,0.30468678,0.14064208,0.46051607,0.10031622,0.32401416,0.11515356,0.8211825211851316,0.801365097364636,0.8025817324726301
0.258,0.0,0.804,0.0,0.127,0.0,0.401,0.0,0.3727036416530609,0.0918431505560875,0.4006790518760681,0.1347741335630417,0.9134396355353075,0.258,0.0,0.804,0.0,0.127,0.0,0.401,0.0,0.49510636925697327,0.0,0.31750935316085815,0.18738426268100739,0.199203187250996,0.258,0.0,0.804,0.0,0.127,0.0,0.401,0.0,0.5580236315727234,0.05705413594841957,0.38492217659950256,0.0,0.8651685393258427,0.37270364,0.09184315,0.40067905,0.13477413,0.49510637,0.0,0.31750935,0.18738426,0.55802363,0.057054136,0.38492218,0.0,0.8120255779201334,0.7851785998517817,0.8025817583972757
0.903,0.0,0.162,0.0,0.45,0.0,0.079,0.0,0.5565555691719055,0.0049966792576014996,0.4384477734565735,0.0,0.9179954441913439,0.903,0.0,0.162,0.0,0.45,0.0,0.079,0.0,0.31345486640930176,0.10890106856822968,0.554275393486023,0.023368703201413155,0.199203187250996,0.903,0.0,0.162,0.0,0.45,0.0,0.079,0.0,0.5073956251144409,0.10324247926473618,0.34734463691711426,0.04201718792319298,0.8539325842696629,0.55655557,0.0049966793,0.43844777,0.0,0.31345487,0.10890107,0.5542754,0.023368703,0.5073956,0.10324248,0.34734464,0.042017188,0.7751012894839555,0.7539356443614275,0.8283908579081805
0.905,0.0,0.166,0.0,0.45,0.0,0.08,0.0,0.5198362469673157,0.05390691012144089,0.3419104814529419,0.08434629440307617,0.9225512528473804,0.905,0.0,0.166,0.0,0.45,0.0,0.08,0.0,0.45273852348327637,0.1305132359266281,0.41385090351104736,0.002897305181249976,0.199203187250996,0.905,0.0,0.166,0.0,0.45,0.0,0.08,0.0,0.5873703360557556,0.02847561053931713,0.3841540217399597,0.0,0.8426966292134831,0.51983625,0.05390691,0.34191048,0.084346294,0.45273852,0.13051324,0.4138509,0.0028973052,0.58737034,0.02847561,0.38415402,0.0,0.8100226303683586,0.792467751179821,0.8166476627932855
