0.06445,0.0,0.0,0.901,0.901,0.3221,0.0,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.9484375,0.06445,0.0,0.0,0.901,0.901,0.3221,0.0,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.876210235131397,0.06445,0.0,0.0,0.901,0.901,0.3221,0.0,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.9503219871205152,0.3247050096587337,0.07980031098012365,0.14896330378773143,0.4455387161591122,0.0009926594142988237,0.27860465010551977,0.0200783125493493,0.1389536382568747,0.2807591303692214,0.2816042687190346,0.4002605498490798,0.14771071409338543,0.13313572432533152,0.16193661250988375,0.15695639922231952,1371.0,817.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,450.0,0.0,118.8412,0.5128462522580819,0.5128462522580819,0.5128462522580819
0.04558,0.902,0.901,0.901,0.901,0.2276,0.45,0.45,0.45,0.45,0.007223985118509549,0.2057338611744523,0.1888917548506225,0.2067130985901231,0.3914373002662924,0.9145833333333333,0.04558,0.902,0.901,0.901,0.901,0.2276,0.45,0.45,0.45,0.45,0.06259581879101431,0.28192937741843543,0.3847164516937759,0.2250817500279964,0.04567660206877801,0.892807745504841,0.04558,0.902,0.901,0.901,0.901,0.2276,0.45,0.45,0.45,0.45,0.293324941465637,0.10011825697610294,0.04769590743712289,0.4052269241869145,0.1536339699342228,0.9466421343146274,0.007223985118509549,0.2057338611744523,0.1888917548506225,0.2067130985901231,0.3914373002662924,0.06259581879101431,0.28192937741843543,0.3847164516937759,0.2250817500279964,0.04567660206877801,0.293324941465637,0.10011825697610294,0.04769590743712289,0.4052269241869145,0.1536339699342228,1032.0,665.0,579.0,274.0,176.0,0.0,0.0,450.0,0.0,0.0,0.0,450.0,450.0,0.0,0.0,122.68639999999999,0.5327498393076628,0.5713279121025351,0.5768961380601516
0.04918,0.903,0.901,0.901,0.902,0.2456,0.45,0.45,0.45,0.45,0.021147048262471678,0.33051227136876354,0.2136406101809586,0.20115195254642418,0.233548117641382,0.9625,0.04918,0.903,0.901,0.901,0.902,0.2456,0.45,0.45,0.45,0.45,0.2963761736924566,0.17156195002115587,0.06309559864006653,0.2813010627966101,0.18766521484971063,0.9266943291839558,0.04918,0.903,0.901,0.901,0.902,0.2456,0.45,0.45,0.45,0.45,0.2621313496439776,0.33148305844258286,0.14420021931784732,0.24648792613825993,0.015697446457332332,0.9825206991720331,0.021147048262471678,0.33051227136876354,0.2136406101809586,0.20115195254642418,0.233548117641382,0.2963761736924566,0.17156195002115587,0.06309559864006653,0.2813010627966101,0.18766521484971063,0.2621313496439776,0.33148305844258286,0.14420021931784732,0.24648792613825993,0.015697446457332332,213.0,1340.0,903.0,285.0,0.0,165.0,450.0,0.0,0.0,450.0,0.0,0.0,450.0,0.0,0.0,123.3376,0.6025164567135015,0.5533969555848619,0.5804737710610307
0.04484,0.903,0.902,0.901,0.902,0.2239,0.45,0.45,0.45,0.45,0.02775738671732133,0.08379389872478839,0.3377491578193085,0.2196360732275553,0.3310634835110265,0.9177083333333333,0.04484,0.903,0.902,0.901,0.902,0.2239,0.45,0.45,0.45,0.45,0.1725431251811436,0.28728836592676105,0.2619617567078091,0.24750703562001236,0.030699716564273952,0.8879668049792531,0.04484,0.903,0.902,0.901,0.902,0.2239,0.45,0.45,0.45,0.45,0.3123044008078932,0.3639435560153789,0.013625590249810922,0.26121043423576173,0.04891601869115533,0.9135234590616376,0.02775738671732133,0.08379389872478839,0.3377491578193085,0.2196360732275553,0.3310634835110265,0.1725431251811436,0.28728836592676105,0.2619617567078091,0.24750703562001236,0.030699716564273952,0.3123044008078932,0.3639435560153789,0.013625590249810922,0.26121043423576173,0.04891601869115533,862.0,580.0,797.0,0.0,254.0,196.0,450.0,0.0,0.0,0.0,450.0,0.0,450.0,0.0,0.0,122.55799999999999,0.5758676803244016,0.5902233446972714,0.6107108033971833
0.05538,0.902,0.0,0.901,0.901,0.2766,0.45,0.0,0.45,0.45,0.32812223349811187,0.11042771790070481,0.07325317876717843,0.18497968238681942,0.30321718744718545,0.9427083333333334,0.05538,0.902,0.0,0.901,0.901,0.2766,0.45,0.0,0.45,0.45,0.2801525148846081,0.2919860726904271,0.01824568495887374,0.10772653818234927,0.30188918928374187,0.9128630705394191,0.05538,0.902,0.0,0.901,0.901,0.2766,0.45,0.0,0.45,0.45,0.2742842157484061,0.3396015619175248,0.047546734353710804,0.3068673810009344,0.031700106979423916,0.9070837166513339,0.32812223349811187,0.11042771790070481,0.07325317876717843,0.18497968238681942,0.30321718744718545,0.2801525148846081,0.2919860726904271,0.01824568495887374,0.10772653818234927,0.30188918928374187,0.2742842157484061,0.3396015619175248,0.047546734353710804,0.3068673810009344,0.031700106979423916,1810.0,870.0,86.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,450.0,0.0,120.8288,0.5662552725971561,0.5750078848155529,0.6426676426018415
0.04528,0.903,0.901,0.901,0.902,0.2261,0.45,0.45,0.45,0.45,0.2103637680757613,0.015308537646066472,0.053179568039527884,0.6228368673847092,0.0983112588539353,0.9078125,0.04528,0.903,0.901,0.901,0.902,0.2261,0.45,0.45,0.45,0.45,0.03664716338409788,0.46333208801574355,0.11274615570437854,0.04323059511664751,0.34404399777913264,0.9190871369294605,0.04528,0.903,0.901,0.901,0.902,0.2261,0.45,0.45,0.45,0.45,0.283520069208673,0.37698054712333406,0.028782242199149717,0.1229864291977678,0.18773071227107543,0.9098436062557498,0.2103637680757613,0.015308537646066472,0.053179568039527884,0.6228368673847092,0.0983112588539353,0.03664716338409788,0.46333208801574355,0.11274615570437854,0.04323059511664751,0.34404399777913264,0.283520069208673,0.37698054712333406,0.028782242199149717,0.1229864291977678,0.18773071227107543,1293.0,171.0,797.0,0.0,258.0,192.0,0.0,450.0,0.0,450.0,0.0,0.0,0.0,450.0,0.0,122.6356,0.5185260501514943,0.5768316002007082,0.5947189201099113
0.03648,0.903,0.901,0.901,1.8,0.1821,0.45,0.45,0.45,0.898,0.23443017954648282,0.29402018124562446,0.046895559025822105,0.041110462329068204,0.38354361785300234,0.9536458333333333,0.03648,0.903,0.901,0.901,1.8,0.1821,0.45,0.45,0.45,0.898,0.1047032941748645,0.294299302440718,0.11239457095914494,0.10544202569299958,0.3831608067322729,0.8838174273858921,0.03648,0.903,0.901,0.901,1.8,0.1821,0.45,0.45,0.45,0.898,0.12848302339576312,0.1328438549485034,0.2118998008881643,0.12327087746311172,0.4035024433044575,0.8831646734130635,0.23443017954648282,0.29402018124562446,0.046895559025822105,0.041110462329068204,0.38354361785300234,0.1047032941748645,0.294299302440718,0.11239457095914494,0.10544202569299958,0.3831608067322729,0.12848302339576312,0.1328438549485034,0.2118998008881643,0.12327087746311172,0.4035024433044575,1162.0,361.0,298.0,265.0,185.0,0.0,0.0,0.0,450.0,0.0,450.0,0.0,404.0,282.0,212.0,122.6676,0.47536525889891623,0.5991733447431009,0.5766421727631593
0.04604,0.902,0.902,0.901,0.902,0.2299,0.45,0.45,0.45,0.45,0.07793107971355301,0.26459393987586094,0.2882604214856188,0.23951558833703993,0.1296989705879273,0.9401041666666666,0.04604,0.902,0.902,0.901,0.902,0.2299,0.45,0.45,0.45,0.45,0.1558654376070965,0.06352628804167311,0.29869199283803466,0.20038252649882074,0.28153375501437494,0.9059474412171508,0.04604,0.902,0.902,0.901,0.902,0.2299,0.45,0.45,0.45,0.45,0.21202019382224763,0.12669946910793967,0.2362624019241384,0.2732964440931447,0.15172149105252966,0.9052437902483901,0.07793107971355301,0.26459393987586094,0.2882604214856188,0.23951558833703993,0.1296989705879273,0.1558654376070965,0.06352628804167311,0.29869199283803466,0.20038252649882074,0.28153375501437494,0.21202019382224763,0.12669946910793967,0.2362624019241384,0.2732964440931447,0.15172149105252966,1094.0,671.0,534.0,450.0,0.0,0.0,261.0,189.0,0.0,0.0,0.0,450.0,0.0,450.0,0.0,122.77239999999999,0.573729812655026,0.580651302514835,0.5743489211589702
0.05354,0.901,0.0,0.902,0.901,0.2674,0.45,0.0,0.45,0.45,0.13365510929231827,0.24615194775878269,0.018962165480436183,0.21513507208635657,0.3860957053821063,0.9140625,0.05354,0.901,0.0,0.902,0.901,0.2674,0.45,0.0,0.45,0.45,0.23359317529747203,0.35012475142629534,0.20116199613362123,0.16888615669531362,0.046233920447297766,0.8686030428769018,0.05354,0.901,0.0,0.902,0.901,0.2674,0.45,0.0,0.45,0.45,0.0741378665112233,0.3205389230503915,0.06612326626250645,0.37521952339484843,0.1639804207810305,0.9319227230910764,0.13365510929231827,0.24615194775878269,0.018962165480436183,0.21513507208635657,0.3860957053821063,0.23359317529747203,0.35012475142629534,0.20116199613362123,0.16888615669531362,0.046233920447297766,0.0741378665112233,0.3205389230503915,0.06612326626250645,0.37521952339484843,0.1639804207810305,1305.0,806.0,563.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,450.0,0.0,0.0,120.4976,0.5755752478137164,0.5703851855998846,0.5982128884325357
0.04536,0.902,0.901,0.901,0.902,0.2265,0.45,0.45,0.45,0.45,0.09727756074929787,0.2293194533216329,0.3042590417577347,0.16569976669328257,0.20344417747805194,0.896875,0.04536,0.902,0.901,0.901,0.902,0.2265,0.45,0.45,0.45,0.45,0.11963423924206457,0.4897858501761407,0.2817419796746278,0.015313589891570783,0.0935243410155961,0.9087136929460581,0.04536,0.902,0.901,0.901,0.902,0.2265,0.45,0.45,0.45,0.45,0.29717277869778225,0.12495376713903691,0.18369658608841966,0.12836192542587388,0.2658149426488873,0.9466421343146274,0.09727756074929787,0.2293194533216329,0.3042590417577347,0.16569976669328257,0.20344417747805194,0.11963423924206457,0.4897858501761407,0.2817419796746278,0.015313589891570783,0.0935243410155961,0.29717277869778225,0.12495376713903691,0.18369658608841966,0.12836192542587388,0.2658149426488873,372.0,864.0,1029.0,0.0,450.0,0.0,450.0,0.0,0.0,450.0,0.0,0.0,450.0,0.0,0.0,122.6484,0.5642941556489958,0.6038114484910624,0.5758259391414929
