episode-return, value-loss, policy-loss, old-approx-kl, approx-kl, clip-fraction, explained-variance
60.29990768432617, 233.4136505126953, -18.967302322387695, 0.0030052661895751953, 0.0012339294189587235, 0.13222222452362378, 0.00028455257415771484
59.24496841430664, 1132.7789306640625, 40.71159362792969, -0.018297934904694557, 0.0021255076862871647, 0.13666666919986406, 0.001372694969177246
58.36385726928711, 8.498299598693848, 3.8574612140655518, -0.01968827284872532, 0.0022724568843841553, 0.12555555800596874, -0.01452171802520752
61.88676834106445, 228.26663208007812, -18.33616065979004, -0.011938500218093395, 0.0024578957818448544, 0.11444444664650494, -0.0005792379379272461
61.54573059082031, 112.73878479003906, -13.561517715454102, 0.011523628607392311, 0.0017820954089984298, 0.10222222415937318, 0.0007510781288146973
62.55867385864258, 1.774879813194275, -1.8256924152374268, -0.03730368614196777, 0.005519503261893988, 0.13666666969656943, -0.00733494758605957
61.89866638183594, 107.61397552490234, 12.915815353393555, -0.05228929594159126, 0.004442357923835516, 0.15333333594931498, -0.0004305839538574219
60.05241394042969, 91.53311920166016, 12.200632095336914, -0.029650401324033737, 0.0039979456923902035, 0.18666666919986408, 0.0008317828178405762
59.057647705078125, 0.31836140155792236, 0.5076451897621155, -0.03302881866693497, 0.004430809523910284, 0.11666666931576199, -0.0013043880462646484
63.458648681640625, 71.11194610595703, -10.911711692810059, -0.02363297902047634, 0.004110947251319885, 0.16333333767122693, -0.0003052949905395508
60.79130172729492, 69.9763412475586, -10.571592330932617, 0.006258797831833363, 0.0015829175245016813, 0.10333333594931496, -0.0015594959259033203
60.88565444946289, 79.3944091796875, -10.579082489013672, -0.005759024526923895, 0.002155956579372287, 0.11333333551883698, -0.001356959342956543
60.33476638793945, 48.12520217895508, -8.206151008605957, 0.021746564656496048, 0.001999553991481662, 0.14666666951444413, -0.00026404857635498047
59.92226791381836, 7.387762546539307, -2.953207015991211, -0.05455336719751358, 0.005392157938331366, 0.14111111387610437, -0.0006271600723266602
